"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
NA,0.455,0.365,0.095,NA,0.2245,0.101,0.15
NA,NA,NA,NA,0.2255,NA,NA,0.07
"F",NA,0.42,NA,0.677,0.2565,NA,NA
"M",NA,NA,NA,0.516,0.2155,0.114,NA
"I",NA,0.255,NA,NA,0.0895,NA,NA
"I",NA,NA,0.095,NA,NA,NA,NA
"F",NA,NA,0.15,0.7775,0.237,NA,NA
"F",NA,NA,NA,NA,NA,0.1495,0.26
NA,NA,NA,NA,0.5095,0.2165,NA,NA
"F",NA,NA,NA,0.8945,NA,0.151,0.32
NA,NA,NA,0.14,NA,NA,NA,0.21
NA,0.43,NA,NA,0.406,NA,0.081,NA
NA,NA,NA,NA,NA,0.2175,0.095,NA
NA,NA,NA,NA,0.6845,NA,NA,NA
NA,0.47,0.355,0.1,NA,NA,NA,NA
"M",NA,0.4,0.13,0.6645,0.258,NA,0.24
"I",0.355,NA,NA,0.2905,0.095,0.0395,NA
"F",NA,NA,NA,0.451,NA,NA,NA
"M",NA,0.295,0.08,0.2555,NA,0.043,NA
NA,NA,0.32,0.1,0.381,NA,0.075,NA
NA,0.355,NA,NA,NA,NA,NA,NA
NA,0.38,NA,0.1,0.2255,0.08,NA,NA
NA,0.565,0.44,NA,0.9395,NA,0.214,0.27
"F",0.55,0.415,NA,NA,NA,NA,NA
"F",0.615,0.48,NA,1.1615,0.513,0.301,0.305
"F",NA,NA,NA,0.9285,NA,NA,0.3
"F",0.58,0.45,0.185,NA,NA,0.272,NA
"M",NA,NA,0.14,0.931,0.356,NA,NA
NA,NA,NA,NA,0.9365,NA,NA,0.295
"M",0.575,NA,0.14,NA,0.393,0.227,0.2
NA,0.58,NA,0.165,0.9975,0.3935,NA,0.33
NA,NA,NA,0.165,NA,0.6055,NA,0.46
NA,NA,0.525,0.165,NA,NA,NA,NA
"F",0.68,0.55,0.175,NA,NA,0.3925,NA
NA,NA,NA,NA,NA,NA,NA,0.49
"M",NA,NA,0.105,0.4795,0.227,NA,0.125
NA,NA,0.475,0.155,1.217,NA,NA,0.34
NA,NA,0.355,0.105,NA,NA,NA,0.145
NA,0.575,0.445,NA,0.883,0.381,0.2035,0.26
NA,0.355,0.29,0.09,NA,NA,NA,NA
NA,NA,NA,0.105,NA,0.1865,0.091,0.115
"F",NA,0.425,NA,NA,NA,0.196,NA
"I",0.24,NA,0.045,0.07,0.0315,0.0235,NA
NA,0.205,NA,NA,NA,NA,NA,NA
"I",NA,0.15,NA,NA,0.0175,0.0125,NA
"I",0.39,NA,0.095,0.203,NA,0.045,0.075
"M",NA,0.37,0.12,0.5795,NA,NA,0.14
NA,NA,0.375,NA,NA,NA,0.11,0.15
NA,NA,0.245,0.07,NA,0.0755,NA,0.045
NA,0.525,0.425,NA,NA,0.3545,0.2135,NA
NA,0.52,NA,NA,0.595,0.2385,0.111,NA
NA,NA,0.32,NA,NA,NA,NA,0.1
"M",NA,NA,NA,0.5415,NA,NA,NA
NA,NA,0.36,NA,0.4775,NA,NA,NA
NA,0.405,NA,NA,0.385,0.173,0.0915,NA
"F",0.5,0.4,0.14,0.6615,0.2565,NA,0.22
"M",0.445,0.35,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0.12,0.17
NA,0.245,NA,NA,0.086,NA,NA,0.025
"F",0.505,0.4,0.125,0.583,0.246,NA,NA
"M",0.45,0.345,NA,NA,NA,NA,NA
"M",0.505,0.405,0.11,NA,NA,0.16,0.175
"F",0.53,0.41,NA,NA,0.302,0.1935,NA
"M",0.425,0.325,0.095,0.3785,0.1705,NA,0.1
"M",0.52,0.4,NA,0.58,NA,0.1315,0.185
"M",0.475,NA,NA,NA,NA,0.1015,0.135
"F",NA,NA,0.16,0.915,NA,0.1935,NA
NA,NA,NA,0.185,1.285,NA,NA,NA
"F",NA,0.39,0.12,0.5305,NA,0.1155,0.17
NA,NA,NA,NA,0.151,NA,NA,NA
"M",0.555,0.425,0.13,NA,NA,0.168,NA
"F",NA,NA,NA,0.353,0.1405,0.0985,NA
"F",NA,NA,0.17,1.247,NA,NA,NA
NA,NA,0.48,NA,1.185,NA,NA,NA
"F",0.605,0.45,NA,NA,0.481,NA,0.315
"F",NA,0.475,NA,NA,0.4425,NA,NA
"M",NA,0.475,NA,NA,0.3625,NA,0.315
NA,NA,NA,NA,NA,0.363,NA,NA
NA,NA,0.425,0.14,NA,0.282,0.1595,NA
"F",NA,0.475,0.17,NA,NA,0.2355,0.345
NA,NA,0.445,0.14,NA,0.3845,NA,NA
"M",0.62,0.51,NA,NA,NA,0.192,NA
NA,NA,NA,NA,NA,NA,0.225,NA
"M",0.595,0.475,0.16,NA,NA,0.234,NA
"M",0.58,NA,NA,1.013,0.38,NA,NA
"F",0.57,NA,NA,NA,NA,0.2225,0.44
NA,NA,NA,NA,1.195,NA,NA,NA
"M",NA,0.44,0.16,NA,0.3305,NA,0.26
NA,NA,0.355,NA,NA,NA,0.114,0.165
NA,NA,NA,0.16,NA,0.3135,0.231,0.33
"M",0.565,NA,0.135,NA,NA,NA,NA
NA,NA,0.44,NA,NA,0.307,NA,NA
NA,0.595,0.465,NA,1.115,NA,0.254,NA
NA,NA,NA,NA,NA,0.507,0.318,0.39
"M",NA,NA,NA,NA,NA,0.3425,NA
"M",NA,0.535,0.195,NA,0.5755,0.388,NA
"M",NA,0.435,0.15,NA,NA,NA,0.25
NA,0.47,NA,0.13,0.523,0.214,0.132,0.145
NA,0.47,0.37,0.13,NA,NA,0.133,0.165
NA,0.475,0.375,NA,0.5785,0.2775,0.085,NA
NA,0.36,0.265,NA,0.2315,NA,NA,0.075
NA,0.55,0.435,0.145,0.843,NA,0.1915,0.255
"M",NA,NA,0.16,0.883,0.316,0.164,NA
"M",NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0.16,NA,NA,0.2405,NA
"F",NA,NA,0.155,0.727,NA,0.1835,NA
