"cat_Sex","con_Length","con_Diameter","con_Height","con_Whole_weight","con_Shucked_weight","con_Viscera_weight","con_Shell_weight"
"M",0.455,NA,NA,0.514,0.2245,NA,0.15
"M",0.35,NA,NA,NA,NA,NA,0.07
NA,NA,NA,0.135,NA,0.2565,NA,NA
NA,0.44,NA,NA,0.516,NA,0.114,0.155
NA,NA,0.255,0.08,0.205,NA,0.0395,NA
"I",NA,0.3,NA,NA,0.141,0.0775,0.12
NA,0.53,NA,0.15,0.7775,0.237,0.1415,NA
"F",NA,NA,NA,NA,0.294,NA,0.26
NA,0.475,NA,0.125,0.5095,0.2165,0.1125,0.165
NA,NA,0.44,0.15,NA,NA,0.151,0.32
NA,0.525,0.38,0.14,NA,0.194,NA,NA
"M",0.43,0.35,NA,NA,0.1675,NA,NA
"M",NA,0.38,0.135,0.5415,NA,0.095,NA
"F",0.535,NA,NA,NA,NA,NA,NA
NA,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185
"M",0.5,NA,0.13,0.6645,NA,0.133,0.24
"I",NA,NA,0.085,0.2905,0.095,0.0395,NA
NA,0.44,0.34,0.1,0.451,0.188,0.087,0.13
"M",NA,NA,0.08,0.2555,NA,0.043,NA
"M",NA,NA,NA,NA,NA,0.075,NA
"M",0.355,NA,0.095,NA,NA,NA,0.075
NA,0.38,0.275,0.1,NA,NA,0.049,0.085
NA,0.565,0.44,NA,0.9395,NA,NA,NA
NA,0.55,0.415,NA,NA,NA,NA,0.2
NA,0.615,NA,NA,1.1615,NA,NA,0.305
NA,NA,0.44,0.14,0.9285,0.3825,0.188,0.3
NA,NA,0.45,NA,NA,NA,NA,NA
NA,NA,0.445,NA,0.931,0.356,NA,0.28
"M",NA,NA,NA,NA,NA,NA,0.295
NA,NA,NA,NA,NA,0.393,NA,0.2
"M",NA,0.47,NA,0.9975,NA,0.242,0.33
"F",NA,NA,NA,1.639,NA,NA,0.46
"M",NA,NA,0.165,NA,NA,0.3575,0.35
NA,0.68,0.55,0.175,NA,NA,0.3925,0.455
"F",0.705,NA,NA,NA,0.633,NA,NA
NA,0.465,0.355,NA,NA,0.227,NA,0.125
"F",0.54,0.475,NA,1.217,NA,0.3075,NA
"F",0.45,NA,0.105,0.5225,0.237,0.1165,NA
NA,NA,NA,0.135,NA,0.381,0.2035,NA
NA,NA,NA,NA,0.3275,NA,NA,NA
NA,NA,NA,0.105,NA,0.1865,NA,0.115
"F",NA,NA,NA,NA,0.362,NA,0.27
"I",0.24,NA,0.045,0.07,NA,NA,0.02
"I",NA,NA,NA,0.042,0.0255,0.015,NA
NA,0.21,NA,0.05,0.042,0.0175,NA,0.015
"I",NA,0.295,0.095,0.203,NA,NA,0.075
"M",0.47,0.37,0.12,0.5795,NA,0.227,NA
NA,0.46,NA,NA,0.4605,0.1775,NA,0.15
NA,NA,0.245,0.07,NA,NA,NA,NA
NA,NA,NA,0.16,NA,NA,NA,NA
NA,NA,0.41,NA,0.595,NA,0.111,NA
"M",0.4,0.32,NA,NA,NA,0.06,0.1
NA,NA,NA,NA,0.5415,0.2595,0.096,NA
"F",0.47,NA,NA,0.4775,NA,NA,NA
NA,0.405,NA,NA,0.385,0.173,0.0915,0.11
"F",NA,NA,0.14,NA,0.2565,NA,NA
"M",0.445,NA,0.12,NA,0.192,NA,0.135
"M",0.47,0.385,NA,NA,0.2765,NA,0.17
"I",NA,NA,NA,NA,NA,0.014,0.025
NA,0.505,0.4,NA,NA,NA,0.13,0.175
"M",NA,0.345,0.105,0.4115,NA,0.1125,NA
"M",NA,0.405,0.11,NA,NA,0.16,0.175
NA,NA,NA,0.13,NA,NA,NA,NA
NA,0.425,NA,0.095,0.3785,NA,0.08,NA
NA,0.52,0.4,NA,0.58,0.234,NA,NA
"M",0.475,0.355,NA,NA,0.234,0.1015,NA
"F",0.565,NA,NA,NA,0.354,NA,NA
"F",NA,0.495,NA,NA,NA,NA,NA
NA,0.475,0.39,0.12,NA,NA,0.1155,0.17
"I",0.31,0.235,0.07,0.151,0.063,0.0405,NA
"M",NA,0.425,NA,NA,0.264,NA,NA
"F",NA,NA,NA,NA,0.1405,NA,NA
"F",0.595,NA,NA,NA,NA,NA,0.425
NA,NA,NA,0.175,NA,0.474,NA,NA
"F",0.605,0.45,NA,1.098,0.481,NA,NA
NA,0.6,NA,NA,NA,NA,NA,NA
"M",NA,0.475,0.14,0.944,NA,0.189,0.315
"F",0.6,0.47,NA,0.922,0.363,NA,0.305
NA,0.555,NA,NA,NA,0.282,NA,NA
NA,0.615,0.475,0.17,1.1025,0.4695,NA,NA
NA,0.575,NA,0.14,NA,0.3845,NA,0.285
"M",NA,0.51,NA,NA,0.5105,0.192,0.675
"F",0.52,NA,NA,NA,0.396,0.225,0.32
"M",NA,NA,NA,NA,NA,0.234,NA
NA,NA,0.45,NA,1.013,NA,0.216,0.36
"F",NA,NA,0.18,NA,NA,NA,0.44
NA,NA,0.465,NA,1.195,0.4825,NA,0.4
"M",NA,NA,0.16,0.8645,NA,0.2075,0.26
NA,NA,0.355,NA,0.517,0.2205,NA,NA
NA,NA,0.45,NA,0.9775,NA,0.231,0.33
NA,NA,NA,0.135,0.8115,NA,0.1675,0.255
"M",0.555,NA,0.15,NA,0.307,NA,0.26
"M",NA,NA,NA,1.115,0.4015,NA,NA
"F",0.625,NA,NA,NA,NA,NA,NA
NA,NA,0.56,0.19,NA,NA,NA,0.485
NA,NA,0.535,NA,NA,NA,0.388,0.48
NA,0.535,NA,0.15,NA,NA,0.1385,NA
"M",NA,NA,0.13,NA,0.214,0.132,0.145
NA,0.47,NA,0.13,0.5225,NA,NA,0.165
NA,0.475,NA,NA,NA,0.2775,0.085,0.155
"I",0.36,NA,NA,NA,0.105,NA,NA
"M",NA,NA,NA,NA,NA,0.1915,NA
NA,NA,NA,0.16,NA,0.316,0.164,0.335
NA,NA,0.415,0.14,NA,0.3105,0.1675,NA
NA,0.605,NA,0.16,1.1735,0.4975,NA,NA
"F",NA,0.41,0.155,NA,0.291,0.1835,0.235
NA,NA,NA,NA,NA,0.2935,NA,0.28
"F",0.5,0.4,0.125,NA,NA,NA,0.22
"F",NA,NA,NA,0.6335,0.231,0.179,NA
"F",0.435,0.395,0.105,0.3635,0.136,0.098,NA
"M",NA,0.395,NA,0.5415,NA,0.1345,NA
NA,0.465,NA,0.105,0.431,0.172,NA,NA
NA,0.435,0.32,NA,0.3325,0.1485,0.0635,NA
NA,0.425,NA,0.105,0.393,NA,0.063,0.165
NA,0.545,NA,0.125,NA,0.2975,NA,0.21
"F",NA,NA,NA,0.5915,0.233,NA,0.18
NA,0.49,NA,NA,0.6125,0.2555,NA,NA
"M",0.44,NA,NA,NA,0.1305,0.0955,NA
NA,NA,NA,0.15,NA,NA,NA,0.31
"M",0.405,NA,NA,NA,NA,NA,NA
"F",0.47,NA,NA,NA,0.163,NA,0.14
NA,0.385,0.295,NA,0.2535,NA,0.0575,NA
"F",NA,NA,NA,0.766,0.304,0.1725,NA
