"cat_city","con_area","con_rooms","con_bathroom","con_parking_spaces","cat_floor","cat_animal","cat_furniture","con_hoa","con_rent_amount","con_property_tax","con_fire_insurance"
NA,NA,2,NA,1,"7","acept",NA,NA,3300,NA,42
"São Paulo",320,NA,4,NA,"20","acept",NA,NA,NA,NA,NA
"Porto Alegre",80,NA,NA,1,NA,NA,NA,NA,2800,0,41
"Porto Alegre",NA,2,NA,NA,"2","acept",NA,NA,NA,NA,NA
"São Paulo",25,1,NA,NA,NA,NA,NA,NA,NA,25,11
"São Paulo",376,3,NA,NA,"-",NA,"not furnished",0,NA,834,121
"Rio de Janeiro",72,2,NA,0,"7",NA,"not furnished",NA,NA,85,NA
NA,213,4,4,NA,NA,NA,NA,2254,3223,1735,NA
NA,NA,2,2,NA,NA,NA,"furnished",1000,15000,NA,191
NA,35,1,NA,NA,"2",NA,"furnished",590,2300,35,30
"São Paulo",NA,1,1,0,"2",NA,"furnished",NA,NA,150,27
NA,46,NA,NA,NA,NA,NA,"not furnished",NA,580,NA,8
NA,NA,1,NA,0,"11",NA,NA,NA,2100,70,27
"São Paulo",NA,NA,1,NA,"2","acept","furnished",790,NA,224,54
NA,NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA
NA,NA,4,6,6,"-",NA,"furnished",680,NA,NA,NA
"São Paulo",110,NA,NA,1,NA,NA,NA,NA,3000,122,39
NA,88,NA,NA,1,NA,"not acept","furnished",1614,NA,221,NA
NA,56,NA,NA,0,NA,"acept",NA,800,NA,NA,NA
"São Paulo",600,4,NA,6,NA,"acept",NA,NA,NA,NA,NA
"São Paulo",100,7,4,0,"-","acept","not furnished",0,3800,118,NA
"Belo Horizonte",42,NA,NA,1,"17","not acept","furnished",NA,NA,172,36
"São Paulo",160,3,2,NA,"18",NA,NA,1530,1900,167,25
"São Paulo",35,1,NA,NA,"-",NA,NA,0,1100,3,14
NA,NA,NA,2,1,NA,"acept",NA,800,NA,118,NA
NA,NA,1,NA,1,NA,"acept",NA,480,3500,NA,45
"São Paulo",NA,NA,NA,NA,"5",NA,NA,600,3000,0,39
"Belo Horizonte",64,NA,2,NA,"11",NA,"not furnished",NA,1500,80,NA
NA,208,NA,NA,4,NA,NA,NA,NA,3180,NA,48
"São Paulo",NA,1,1,NA,NA,"acept","furnished",602,1800,NA,23
NA,NA,NA,NA,2,"6",NA,"not furnished",780,1068,NA,NA
"São Paulo",32,NA,NA,NA,NA,"acept",NA,515,NA,NA,22
NA,80,2,NA,1,"11",NA,NA,1208,NA,NA,NA
NA,NA,NA,1,1,NA,"acept","furnished",NA,NA,593,33
"São Paulo",350,NA,NA,3,"8","acept",NA,NA,4000,NA,51
NA,NA,NA,1,NA,NA,NA,NA,450,1750,0,NA
NA,NA,1,NA,NA,NA,NA,NA,460,NA,NA,NA
"Belo Horizonte",80,3,2,NA,"-","acept",NA,NA,NA,NA,181
"São Paulo",NA,NA,NA,NA,NA,NA,"not furnished",0,NA,NA,NA
NA,NA,NA,NA,1,"6",NA,"furnished",NA,NA,0,NA
NA,NA,4,6,4,"20",NA,NA,3700,NA,1584,153
NA,240,3,2,3,"-",NA,NA,0,NA,NA,NA
"Belo Horizonte",200,4,2,1,"7","not acept",NA,850,NA,9,34
NA,NA,NA,NA,1,NA,"acept",NA,NA,NA,192,NA
NA,NA,4,5,0,"1","acept",NA,NA,NA,NA,82
NA,NA,NA,NA,NA,NA,"acept","furnished",978,2829,0,NA
NA,100,NA,NA,NA,NA,"not acept","not furnished",700,1220,NA,17
"Porto Alegre",42,1,NA,NA,"2",NA,NA,NA,NA,17,26
NA,NA,NA,NA,NA,NA,"acept","not furnished",2200,NA,NA,22
NA,48,NA,1,NA,NA,NA,"furnished",NA,NA,59,21
NA,NA,NA,3,1,"10",NA,NA,1250,NA,147,49
NA,45,NA,NA,NA,NA,"acept",NA,NA,NA,150,50
"Rio de Janeiro",NA,NA,NA,4,"6",NA,NA,NA,4000,700,52
NA,NA,NA,1,0,"2","acept","not furnished",NA,1445,NA,19
