"cat_city","con_area","con_rooms","con_bathroom","con_parking_spaces","cat_floor","cat_animal","cat_furniture","con_hoa","con_rent_amount","con_property_tax","con_fire_insurance"
"São Paulo",NA,NA,NA,1,NA,"acept","furnished",NA,3300,NA,NA
NA,NA,NA,4,0,"20","acept","not furnished",1200,NA,NA,63
"Porto Alegre",NA,NA,1,NA,NA,"acept",NA,NA,2800,NA,NA
"Porto Alegre",NA,NA,1,0,"2",NA,"not furnished",NA,NA,22,17
NA,25,NA,NA,0,"1",NA,"not furnished",0,800,NA,11
"São Paulo",376,NA,NA,7,"-",NA,"not furnished",NA,8000,834,121
"Rio de Janeiro",72,2,1,0,NA,NA,NA,740,1900,85,25
NA,NA,4,4,4,NA,"acept","not furnished",NA,NA,NA,41
NA,NA,2,NA,NA,"3","acept","furnished",1000,15000,NA,191
NA,NA,NA,1,0,"2","acept",NA,590,2300,35,30
NA,26,NA,1,NA,NA,"acept","furnished",470,NA,150,NA
NA,46,NA,1,1,"10","acept",NA,NA,580,43,NA
NA,NA,NA,1,NA,NA,"acept","not furnished",359,NA,70,27
"São Paulo",NA,1,1,NA,NA,NA,"furnished",790,4200,NA,NA
"São Paulo",NA,NA,NA,2,"24",NA,NA,900,4370,17,NA
NA,NA,NA,6,NA,NA,NA,NA,680,8000,NA,121
"São Paulo",110,2,2,1,"1","acept","not furnished",700,3000,122,39
NA,NA,NA,NA,NA,NA,NA,"furnished",1614,3500,221,NA
NA,56,2,1,0,NA,NA,NA,NA,NA,0,16
NA,600,NA,5,NA,"-","acept","not furnished",NA,12000,NA,181
"São Paulo",NA,7,NA,NA,"-","acept","not furnished",0,NA,118,58
NA,42,1,NA,1,"17",NA,"furnished",470,2690,172,36
"São Paulo",NA,3,2,NA,"18",NA,NA,1530,1900,167,25
"São Paulo",NA,1,1,NA,NA,NA,NA,NA,1100,3,14
"Rio de Janeiro",NA,3,2,NA,"7",NA,NA,800,NA,118,NA
NA,49,1,NA,NA,NA,NA,"not furnished",480,3500,42,45
NA,NA,NA,NA,1,"5",NA,"furnished",600,3000,NA,39
NA,64,2,NA,1,"11","acept","not furnished",352,1500,80,NA
NA,208,3,2,NA,NA,"acept",NA,0,3180,100,NA
"São Paulo",NA,1,1,NA,"5","acept","furnished",NA,1800,NA,23
NA,55,NA,2,NA,NA,NA,NA,780,NA,NA,NA
"São Paulo",32,NA,1,NA,NA,NA,NA,NA,NA,29,22
"São Paulo",80,2,NA,NA,"11",NA,NA,1208,NA,216,NA
NA,45,NA,1,1,"10",NA,NA,2450,2500,NA,NA
NA,350,4,4,NA,"8","acept","not furnished",2100,4000,NA,51
NA,38,NA,NA,2,"11","not acept",NA,NA,NA,0,26
